BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
10,Sagittarius,Rahu,Piscis Ascendant,Rahu in Sagittarius in 10,"RAHU will enable the individual to draw forth enduring passions, emotions, feelings and ideas from the Sea of Immutability and display them to the world in purity, harmony and nobility.",Owns Houses 5 and ,Sagittarius in 10,Rahu in 10,Rahu in Sagittarius,Piscis Ascendant,1160,,,,,,,,,,,,
10,Sagittarius,Ketu,Piscis Ascendant,Ketu in Sagittarius in 10,"KETU in this sign shapes a native who is quite disorganized, though mentally very sharp. He will say and do things which his peers will fail to understand or appreciate.",Owns Houses 10 and 1,Sagittarius in 10,Ketu in 10,Ketu in Sagittarius,Piscis Ascendant,1161,,,,,,,,,,,,
10,Capricorn,Sun,Aries Ascendant,Sun in Capricorn in 10,"The SUN in this sign makes the individual very ambitious and hard-working. However, he often fails to hit the target, and consequently feels inmensely frustrated.",Owns Houses 5 and ,Capricorn in 10,Sun in 10,Sun in Capricorn,Aries Ascendant,1162,,,,,,,,,,,,
10,Capricorn,Moon,Aries Ascendant,Moon in Capricorn in 10,The MOON in Capricorn gives an unstable profession dealing with some aspect of commerce with much travel. Tile native’s home life will be very happy and the native will like to be home.,Owns Houses 4 and ,Capricorn in 10,Moon in 10,Moon in Capricorn,Aries Ascendant,1163,,,,,,,,,,,,
10,Capricorn,Mercury,Aries Ascendant,Mercury in Capricorn in 10,"MERCURY in this position shows the native that mental acuity, sociability, and comprehension of the deeper principles of nature and society depend upon experiences gathered by the soul throughout many incarna­tions. It helps him work virtuously to acquire knowledge, especially esoteric wisdom, but somehow he remains at the periphery of enlighten­ment. He is very opinionated and cannot be submissive to anyone as a result of which he fails to make much headway in life.",Owns Houses 3 and 6,Capricorn in 10,Mercury in 10,Mercury in Capricorn,Aries Ascendant,1164,,,,,,,,,,,,
10,Capricorn,Venus,Aries Ascendant,Venus in Capricorn in 10,"VENUS in this position destroys the personal comforts of the individ­ual; he gives these up in order to realize his mission in life. Such a person has tremendous sensitivity, as a result of which he can establish an immediate rapport with others, but this same quality also makes him suffer emotionally because of his sympathy with the masses. Such a person may also display extraordinary skill in the creative arts.",Owns Houses 2 and 7,Capricorn in 10,Venus in 10,Venus in Capricorn,Aries Ascendant,1165,,,,,,,,,,,,
10,Capricorn,Mars,Aries Ascendant,Mars in Capricorn in 10,"MARS in this sign and house produces a leader who is both powerful and competent. When difficulties arise, his leadership abilities are actually sharpened. He makes a considerable contribution in leading society towards an ideal goal.",Owns Houses 1 and 8,Capricorn in 10,Mars in 10,Mars in Capricorn,Aries Ascendant,1166,,,,,,,,,,,,
10,Capricorn,Jupiter,Aries Ascendant,Jupiter in Capricorn in 10,"JUPITER in Capricorn in the Tenth house makes the native earn his livelihood by teaching and counseling others. Though he will dabble in the occult sciences and cultural history, he may have a weak mind. His morals may be questionable.",Owns Houses 9 and 12,Capricorn in 10,Jupiter in 10,Jupiter in Capricorn,Aries Ascendant,1167,,,,,,,,,,,,
10,Capricorn,Saturn,Aries Ascendant,Saturn in Capricorn in 10,"SATURN in this sign is characteristic of a highly evolved soul born with a special mission to undertake. He may have no regard for established tradition, his voice may be harsh and his clothing unkempt, but the quality of his leadership, born of a complete absence of selfishness, will be exemplary.",Owns Houses 10 and 11,Capricorn in 10,Saturn in 10,Saturn in Capricorn,Aries Ascendant,1168,,,,,,,,,,,,
10,Capricorn,Rahu,Aries Ascendant,Rahu in Capricorn in 10,"RAHU in this sign makes the individual materialistic, often craving that which does not belong to him. He may associate himself with unscrupulous persons and engage in surreptitious deals.",Owns Houses 4 and ,Capricorn in 10,Rahu in 10,Rahu in Capricorn,Aries Ascendant,1169,,,,,,,,,,,,
10,Capricorn,Ketu,Aries Ascendant,Ketu in Capricorn in 10,"KETU may make the native an idealist, though an unhappy one, uninterestd in life.",Owns Houses 9 and 12,Capricorn in 10,Ketu in 10,Ketu in Capricorn,Aries Ascendant,1170,,,,,,,,,,,,
10,Aquarius,Sun,Taurus Ascendant,Sun in Aquarius in 10,"The SUN occupying this sign makes the individual a great benefactor to society. He acquires an excellent reputation for his historical, social and political researches. He moves in circles of power and wealth, but remains personally indigent to a great extent. He may suffer physical handicaps, but they do not impede him from contributing to social and cultural improvements.",Owns Houses 4 and ,Aquarius in 10,Sun in 10,Sun in Aquarius,Taurus Ascendant,1171,,,,,,,,,,,,
10,Aquarius,Moon,Taurus Ascendant,Moon in Aquarius in 10,"If the native does not use his creative faculties for social and human­itarian improvement, then the impact of the MOON in this sign may render him pathologically umbalallced in mind. Through conscious employment of his mental faculties in creative channels he will succeed in making an extraordinary contribution to the world.",Owns Houses 3 and ,Aquarius in 10,Moon in 10,Moon in Aquarius,Taurus Ascendant,1172,,,,,,,,,,,,
10,Aquarius,Mercury,Taurus Ascendant,Mercury in Aquarius in 10,"MERCURY will make the person very studious, learned, and consid­erate towards his relatives. ",Owns Houses 2 and 5,Aquarius in 10,Mercury in 10,Mercury in Aquarius,Taurus Ascendant,1173,,,,,,,,,,,,
10,Aquarius,Venus,Taurus Ascendant,Venus in Aquarius in 10,"VENUS will make the individual engage himself in social activities. As a trouble shooter, labor leader, or international peace negotiator his skills will be greatly appreciated.",Owns Houses 1 and 6,Aquarius in 10,Venus in 10,Venus in Aquarius,Taurus Ascendant,1174,,,,,,,,,,,,
10,Aquarius,Mars,Taurus Ascendant,Mars in Aquarius in 10,"Under the influence of MARS, the native will be feverishly engaged in thoughtless activities which may create bad karma for him. He will crave for satisfaction of his camal passions and enter into many disrepu­table affairs.",Owns Houses 12 and 7,Aquarius in 10,Mars in 10,Mars in Aquarius,Taurus Ascendant,1175,,,,,,,,,,,,
10,Aquarius,Jupiter,Taurus Ascendant,Jupiter in Aquarius in 10,"JUPITER in this sign will be a testing ground for the native's moral qualities. He will have strong ethical values and will be greatly inclined to undertake serious spiritual practices, but he will frequently be con­ fronted with powerful temptations which may distract him from his spiritual path.",Owns Houses 8 and 11,Aquarius in 10,Jupiter in 10,Jupiter in Aquarius,Taurus Ascendant,1176,,,,,,,,,,,,
10,Aquarius,Saturn,Taurus Ascendant,Saturn in Aquarius in 10,"SATURN impels the individual into the realm of objectivity, isolation, and philanthropic activities. He will be extremely rude and crude in his social relationships, but inwardly he will be motivated by the urge to help others and show them the unity underlying all things.",Owns Houses 9 and 10,Aquarius in 10,Saturn in 10,Saturn in Aquarius,Taurus Ascendant,1177,,,,,,,,,,,,
10,Aquarius,Rahu,Taurus Ascendant,Rahu in Aquarius in 10,"RAHU will destroy the barriers which isolate the individual from the rest of his community, and the native will be so deeply in communion with his environment that he will struggle to show others that there is no difference between the individual and the world.",Owns Houses 3 and ,Aquarius in 10,Rahu in 10,Rahu in Aquarius,Taurus Ascendant,1178,,,,,,,,,,,,
10,Aquarius,Ketu,Taurus Ascendant,Ketu in Aquarius in 10,"KETU obscures the divine vision of the native and he may forget that man is born to be a social creature. Under its influence, the individual acquires money and affluence; he will be completely surprised about the channel through which he acquires wealth, for it comes to him in a mysterious manner. So strange are the sources of his wealth and so great his affluence that spiritual values such as poverty, chastity and forgiveness are often forgotten. The native may become greatly enthralled by the acquisition of more and more of life's comforts. He may also become covetous and even adopt unnatural methods in satisfying his desires.",Owns Houses 8 and 11,Aquarius in 10,Ketu in 10,Ketu in Aquarius,Taurus Ascendant,1179,,,,,,,,,,,,
10,Piscis,Sun,Gemini Ascendant,Sun in Piscis in 10,"With the SUN in this position the native does not enjoy material comforts for some karmic stigma is always and invariably attached to him. Despite great achievements, he feels that his contribution to and involvement with society should have been different.",Owns Houses 3 and ,Piscis in 10,Sun in 10,Sun in Piscis,Gemini Ascendant,1180,,,,,,,,,,,,
10,Piscis,Moon,Gemini Ascendant,Moon in Piscis in 10,"With the MOON in this position, there is satiety, clarity, and spiritual dedication in the individual's life. He is forgiving, even to his adversaries. He will be highly successful as a preceptor and guardian.",Owns Houses 2 and ,Piscis in 10,Moon in 10,Moon in Piscis,Gemini Ascendant,1181,,,,,,,,,,,,
10,Piscis,Mercury,Gemini Ascendant,Mercury in Piscis in 10,"When MERCURY occupies this sign, the native becomes a successful businessman as well as a very logical philosopher. Whatever else he does, he will finally achieve the object of his life's mission.",Owns Houses 1 and 4,Piscis in 10,Mercury in 10,Mercury in Piscis,Gemini Ascendant,1182,,,,,,,,,,,,
10,Piscis,Venus,Gemini Ascendant,Venus in Piscis in 10,"VENUS can make the individual dedicated to a cause which is impersonal and which requires the relinquishment of personal comforts. The native will not be drawn to sensual pleasures, but will be motivated by the desire to bring to humanity the blessings of the Supreme.",Owns Houses 12 and 5,Piscis in 10,Venus in 10,Venus in Piscis,Gemini Ascendant,1183,,,,,,,,,,,,
10,Piscis,Mars,Gemini Ascendant,Mars in Piscis in 10,"Under the impact of MARS, the individual will be engaged in carrying out an idealistic pursuit for which he will have to give up his wealth and incur the wrath of society.",Owns Houses 11 and 6,Piscis in 10,Mars in 10,Mars in Piscis,Gemini Ascendant,1184,,,,,,,,,,,,
10,Piscis,Jupiter,Gemini Ascendant,Jupiter in Piscis in 10,"With JUPITER in Pisces in the Tenth the native will learn the lesson of tolerance, family responsibility, respect for his elders and the urge to inspire society towards a better way of life. In carrying out this task he may not achieve many physical comforts for himself, but he will serve as an example of how one should live ideally in a family situation while retaining the highest efficiency in his official and social relationships.",Owns Houses 7 and 10,Piscis in 10,Jupiter in 10,Jupiter in Piscis,Gemini Ascendant,1185,,,,,,,,,,,,
10,Piscis,Saturn,Gemini Ascendant,Saturn in Piscis in 10,"Even SATURN is radically transformed under the influence of Pisces: it makes the individual a great philanthropist, but he suffers from some cancer in his heart, arising from an unknown or mysterious cause.",Owns Houses 8 and 9,Piscis in 10,Saturn in 10,Saturn in Piscis,Gemini Ascendant,1186,,,,,,,,,,,,
10,Piscis,Rahu,Gemini Ascendant,Rahu in Piscis in 10,RAHU in this sign makes the individual a ritualist who undertakes arduous observanc.es in order to obtain religious favor; he craves super­ natural powers.,Owns Houses 2 and ,Piscis in 10,Rahu in 10,Rahu in Piscis,Gemini Ascendant,1187,,,,,,,,,,,,
10,Piscis,Ketu,Gemini Ascendant,Ketu in Piscis in 10,"KETU in this position produce.s a kind of mysterious halo around the person as regards his actions, life and final end. Everything abut him is unusual; though he does not lack for anything in life, there is nothing which he can actually claim as his great achievement. This contradictory situation is indeed mystifying, but it will be invariably found with Ketu in the present position.",Owns Houses 7 and 10,Piscis in 10,Ketu in 10,Ketu in Piscis,Gemini Ascendant,1188,,,,,,,,,,,,
